11106610474000,0,-1.3599066,2.7581203,9.088389,Other
11106630403000,0,-1.4173675,2.7389667,9.576807,Other
11106650430000,0,-1.3599066,2.7485435,9.394848,Other
11106670355000,0,-1.3215994,2.777274,9.337387,Other
11106690361000,0,-1.1875241,2.882619,9.136273,Other
11106710654000,0,-1.13964,2.96881,9.289502,Other
11106730437000,0,-1.0247183,2.719813,9.643845,Other
11106750403000,0,-1.1683705,2.834735,9.461885,Other
11106770449000,0,-1.1492168,2.7581203,9.509769,Other
11106790538000,0,-1.1779473,2.8060043,9.528923,Other
11106810535000,0,-1.1875241,2.930503,9.509769,Other
11106830535000,0,-1.3024458,3.0550013,9.404425,Other
11106850664000,0,-1.2354081,3.0071173,9.193734,Other
11106870547000,0,-1.1492168,2.7485435,9.069236,Other
11106890558000,0,-1.292869,2.7102363,8.992621,Other
11106910563000,0,-1.532289,2.9017725,9.174581,Other
11106930577000,0,-1.982399,2.920926,8.446744,Other
11106950556000,0,-2.3942018,3.2082303,8.552089,Other
11106971057000,0,-3.016694,2.8634653,8.580819,Other
11106990583000,0,-3.41892,2.3080103,8.896853,Other
11107010653000,0,-3.8019924,2.4995465,9.279925,Other
11107030558000,0,-4.357447,2.8921957,10.333375,Other
11107050598000,0,-4.6830587,2.5187001,11.425131,Other
11107070559000,0,-4.673482,1.1204864,12.200851,Other
11107090894000,0,-4.232949,0.25857377,12.124237,Other
11107100582000,0,-4.0318356,0.34476504,11.808203,Other
11107130406000,0,-3.7062242,1.4173675,10.448297,Other
11107150391000,0,-4.050989,0.62249243,10.113108,Other
11107170368000,0,-3.2944214,1.6950948,8.695741,Other
11107190408000,0,-3.1794999,1.8387469,7.038953,Other
11107210412000,0,-2.834735,2.3750482,6.83784,Other
11107230579000,0,-2.8443117,2.2601264,6.83784,Other
11107250557000,0,-3.0262709,2.2218192,7.5944076,Other
11107270547000,0,-3.3423057,1.7429788,8.66701,Other
11107290549000,0,-3.7732618,1.2545617,9.404425,Other
11107310550000,0,-3.8307228,1.2354081,9.768343,Other
11107330546000,0,-4.175488,1.1300632,10.70687,Other
11107350582000,0,-3.763685,1.7525556,9.270349,Other
11107370539000,0,-3.916914,2.1260512,9.212888,Other
11107390530000,0,-4.156334,2.1739352,9.126697,Other
11107410532000,0,-4.10845,1.9153614,9.203311,Other
11107430550000,0,-4.1180267,2.0590134,8.676587,Other
11107450525000,0,-3.916914,2.2888567,8.073248,Other
11107470573000,0,-3.6966474,2.4516625,7.881712,Other
11107490568000,0,-3.572149,2.72939,7.479486,Other
11107510531000,0,-3.6487634,2.7868507,7.747637,Other
11107530550000,0,-3.7445314,2.633622,8.1881695,Other
11107551498000,0,-3.7445314,2.432509,8.456321,Other
11107570554000,0,-3.6391866,2.5378537,8.39886,Other
11107590874000,0,-3.5434184,2.6910827,8.1402855,Other
11107610631000,0,-3.3997664,2.834735,8.063671,Other
11107630483000,0,-3.4859576,2.882619,8.437167,Other
11107650403000,0,-3.5338416,3.0262709,8.8777,Other
11107670391000,0,-3.5338416,2.9017725,9.040505,Other
11107690411000,0,-3.4380736,2.8443117,9.107543,Other
11107710410000,0,-3.371036,2.834735,9.097966,Other
11107730589000,0,-3.3327289,3.0262709,9.097966,Other
11107750552000,0,-3.2561142,2.9975405,9.222465,Other
11107770553000,0,-3.2752678,2.7389667,9.394848,Other
11107790556000,0,-3.3039982,2.7485435,9.873688,Other
11107810553000,0,-3.5529952,2.6910827,10.457873,Other
11107830549000,0,-3.9552212,2.6623523,11.176133,Other
11107850815000,0,-4.4915223,2.6527755,11.836933,Other
11107870564000,0,-5.353435,2.384625,12.899959,Other
11107890593000,0,-6.167464,2.3080103,13.819332,Other
11107910571000,0,-6.7324953,2.0973208,14.355634,Other
11107930551000,0,-6.742072,2.078167,14.135366,Other
11107950563000,0,-5.755661,2.0590134,12.765883,Other
11107970949000,0,-4.4340615,1.9249382,10.43872,Other
11107990552000,0,-3.0550013,1.8195933,7.843405,Other
