line_cd,station_cd1,station_cd2,time
11115,1111535,1111536,120000
11115,1111536,1111537,120000
11115,1111537,1111538,120000
11115,1111538,1111539,120000
11115,1111539,1111540,120000
11115,1111540,1111541,120000
11115,1111541,1111542,120000
11115,1111542,1111543,120000
11115,1111543,1111544,120000
11115,1111544,1111545,120000
11115,1111545,1111546,120000
11115,1111546,1111547,120000
11115,1111547,1111548,120000
11115,1111548,1111549,120000
11115,1111549,1111550,120000
11115,1111550,1111551,120000
11115,1111551,1111552,120000
11115,1111552,1111553,120000
11116,1111601,1111602,120000
11116,1111602,1111603,120000
11116,1111603,1111604,120000
11116,1111604,1111605,120000
11116,1111605,1111606,120000
11116,1111606,1111607,120000
11116,1111607,1111608,120000
11116,1111608,1111609,120000
11116,1111609,1111610,120000
11116,1111610,1111611,120000
11116,1111611,1111612,120000
11116,1111612,1111613,120000
11116,1111613,1111614,120000
11116,1111614,1111615,120000
11116,1111615,1111616,120000
11116,1111616,1111618,120000
11116,1111618,1111621,120000
11116,1111621,1111622,120000
11116,1111622,1111623,120000
11116,1111623,1111624,120000
11116,1111624,1111625,120000
11116,1111625,1111626,120000
11116,1111626,1111628,120000
11116,1111628,1111629,120000
11116,1111629,1111630,120000
11116,1111630,1111631,120000
11116,1111631,1111632,120000
11116,1111632,1111633,120000
11116,1111633,1111634,120000
11116,1111634,1111635,120000
11116,1111635,1111636,120000
11116,1111636,1111637,120000
11116,1111637,1111638,120000
11116,1111638,1111639,120000
11116,1111639,1111640,120000
11116,1111640,1111641,120000
11116,1111641,1111642,120000
11117,1111701,1111702,120000
11117,1111702,1111703,120000
11117,1111703,1111704,120000
11117,1111704,1111705,120000
11117,1111705,1111706,120000
11117,1111706,1111707,120000
11117,1111707,1111708,120000
11117,1111708,1111709,120000
11117,1111709,1111710,120000
11117,1111710,1111711,120000
11117,1111711,1111712,120000
11117,1111712,1111713,120000
11117,1111713,1111714,120000
11117,1111714,1111715,120000
11117,1111715,1111716,120000
11117,1111716,1111717,120000
11117,1111717,1111718,120000
11117,1111718,1111719,120000
11117,1111719,1111720,120000
11117,1111720,1111721,120000
11117,1111721,1111722,120000
11117,1111722,1111723,120000
11117,1111723,1111724,120000
11117,1111724,1111725,120000
11117,1111725,1111726,120000
11117,1111726,1111727,120000
11117,1111727,1111728,120000
11118,1111801,1111802,120000
11118,1111802,1111806,120000
11119,1111910,1111911,120000
11119,1111911,1111912,120000
11119,1111912,1111913,120000
11119,1111913,1111914,120000
11119,1111914,1111915,120000
11119,1111915,1111916,120000
11119,1111916,1111917,120000
11119,1111917,1111918,120000
11119,1111918,1111919,120000
11119,1111919,1111920,120000
11119,1111920,1111921,120000
11119,1111921,1111922,120000
11202,1120201,1120202,120000
11202,1120202,1120203,120000
11202,1120203,1120204,120000
11202,1120204,1120205,120000
11202,1120205,1120206,120000
11202,1120206,1120207,120000
11202,1120207,1120208,120000
11202,1120208,1120209,120000
11202,1120209,1120210,120000
11202,1120210,1120211,120000
11202,1120211,1120212,120000
11202,1120212,1120213,120000
11202,1120213,1120214,120000
11202,1120214,1120215,120000
11202,1120215,1120216,120000
11202,1120216,1120217,120000
11202,1120217,1120218,120000
11202,1120218,1120219,120000
11202,1120219,1120220,120000
11202,1120220,1120221,120000
11202,1120221,1120222,120000
11202,1120222,1120223,120000
11202,1120223,1120224,120000
11202,1120224,1120225,120000
11202,1120225,1120226,120000
11202,1120226,1120227,120000
11202,1120227,1120228,120000
11202,1120228,1120229,120000
11202,1120229,1120230,120000
11202,1120230,1120231,120000
11202,1120231,1120232,120000
11202,1120232,1120233,120000
11202,1120233,1120234,120000
11202,1120234,1120235,120000
11202,1120235,1120236,120000
11202,1120236,1120237,120000
11202,1120237,1120238,120000
11202,1120238,1120239,120000
11202,1120239,1120240,120000
11202,1120240,1120241,120000
11202,1120241,1120242,120000
11202,1120242,1120243,120000
11202,1120243,1120244,120000
11202,1120244,1120245,120000
11202,1120245,1120246,120000
11202,1120246,1120247,120000
11202,1120247,1120248,120000
11202,1120248,1120249,120000
11202,1120249,1120250,120000
11202,1120250,1120251,120000
11202,1120251,1120252,120000
11202,1120252,1120253,120000
11202,1120253,1120254,120000
11202,1120254,1120255,120000
11202,1120255,1120256,120000
11202,1120256,1120257,120000
11202,1120257,1120258,120000
11202,1120258,1120259,120000
11202,1120259,1120260,120000
11202,1120260,1120261,120000
11202,1120261,1120262,120000
11202,1120262,1120263,120000
11202,1120263,1120264,120000
11202,1120264,1120265,120000
11202,1120265,1120266,120000
11203,1120301,1120302,120000
11203,1120302,1120303,120000
11203,1120303,1120304,120000
11203,1120304,1120305,120000
11203,1120305,1120306,120000
11203,1120306,1120307,120000
11203,1120307,1120308,120000
11203,1120308,1120309,120000
11203,1120309,1120310,120000
11203,1120310,1120311,120000
11204,1120401,1120402,120000
11204,1120402,1120403,120000
11204,1120403,1120404,120000
11204,1120404,1120405,120000
11204,1120405,1120406,120000
11204,1120406,1120407,120000
11204,1120407,1120408,120000
11204,1120408,1120409,120000
11204,1120409,1120410,120000
11204,1120410,1120411,120000
11204,1120411,1120412,120000
11204,1120412,1120413,120000
11204,1120413,1120414,120000
11204,1120414,1120415,120000
11204,1120415,1120416,120000
11204,1120416,1120417,120000
11204,1120417,1120418,120000
11204,1120418,1120419,120000
11204,1120419,1120420,120000
11204,1120420,1120421,120000
11204,1120421,1120422,120000
11204,1120422,1120423,120000
11204,1120423,1120424,120000
11204,1120424,1120425,120000
11204,1120425,1120426,120000
11204,1120426,1120427,120000
11204,1120427,1120428,120000
11204,1120428,1120429,120000
11204,1120429,1120430,120000
11204,1120430,1120431,120000
11204,1120431,1120432,120000
11204,1120432,1120433,120000
11204,1120433,1120434,120000
11204,1120434,1120435,120000
11204,1120435,1120436,120000
11204,1120436,1120437,120000
11204,1120437,1120438,120000
11204,1120438,1120439,120000
11204,1120439,1120440,120000
11204,1120440,1120441,120000
11204,1120441,1120442,120000
11204,1120442,1120443,120000
11205,1120501,1120502,120000
11205,1120502,1120503,120000
11205,1120503,1120504,120000
11205,1120504,1120505,120000
11205,1120505,1120506,120000
11205,1120506,1120507,120000
11205,1120507,1120508,120000
11205,1120508,1120509,120000
11205,1120509,1120510,120000
11205,1120510,1120511,120000
11205,1120511,1120512,120000
11205,1120512,1120513,120000
11205,1120513,1120514,120000
11205,1120514,1120515,120000
11205,1120515,1120516,120000
11205,1120516,1120517,120000
11205,1120517,1120518,120000
11206,1120601,1120602,120000
11206,1120602,1120603,120000
11206,1120603,1120604,120000
11206,1120604,1120605,120000
11206,1120605,1120606,120000
11206,1120606,1120607,120000
11206,1120607,1120609,120000
11206,1120609,1120610,120000
11206,1120610,1120611,120000
11206,1120611,1120612,120000
11206,1120612,1120613,120000
11206,1120613,1120614,120000
11206,1120614,1120615,120000
11206,1120615,1120616,120000
11206,1120616,1120617,120000
11206,1120617,1120618,120000
11206,1120618,1120619,120000
11206,1120619,1120620,120000
11206,1120620,1120621,120000
11206,1120621,1120622,120000
11206,1120622,1120623,120000
11206,1120623,1120624,120000
11206,1120624,1120625,120000
11207,1120701,1120702,120000
11207,1120702,1120703,120000
11207,1120703,1120704,120000
11207,1120704,1120705,120000
11207,1120705,1120706,120000
11207,1120706,1120707,120000
11207,1120707,1120708,120000
11207,1120708,1120709,120000
11208,1120801,1120802,120000
11208,1120802,1120803,120000
11208,1120803,1120804,120000
11208,1120804,1120805,120000
11208,1120805,1120806,120000
11208,1120806,1120807,120000
11208,1120807,1120808,120000
11208,1120808,1120809,120000
11208,1120809,1120810,120000
11208,1120810,1120811,120000
11208,1120811,1120812,120000
11208,1120812,1120813,120000
11208,1120813,1120814,120000
11208,1120814,1120815,120000
11208,1120815,1120816,120000
11208,1120816,1120817,120000
11208,1120817,1120818,120000
11208,1120818,1120819,120000
11208,1120819,1120820,120000
11208,1120820,1120821,120000
11208,1120821,1120822,120000
11208,1120822,1120823,120000
11208,1120823,1120824,120000
11208,1120824,1120825,120000
11209,1120901,1120902,120000
11209,1120902,1120903,120000
11209,1120903,1120904,120000
11209,1120904,1120905,120000
11209,1120905,1120906,120000
11209,1120906,1120907,120000
11209,1120907,1120908,120000
11209,1120908,1120909,120000
11209,1120909,1120910,120000
11209,1120910,1120911,120000
11209,1120911,1120912,120000
11209,1120912,1120913,120000
11209,1120913,1120914,120000
11209,1120914,1120915,120000
11209,1120915,1120916,120000
11209,1120916,1120917,120000
11209,1120917,1120918,120000
11209,1120918,1120919,120000
11209,1120919,1120920,120000
11209,1120920,1120921,120000
11209,1120921,1120922,120000
11209,1120922,1120923,120000
11209,1120923,1120924,120000
11210,1121001,1121002,120000
11210,1121002,1121003,120000
11210,1121003,1121004,120000
11210,1121004,1121005,120000
11210,1121005,1121006,120000
11210,1121006,1121007,120000
11210,1121007,1121008,120000
11210,1121008,1121009,120000
11210,1121009,1121010,120000
11210,1121010,1121011,120000
11210,1121011,1121012,120000
11210,1121012,1121013,120000
11210,1121013,1121014,120000
11210,1121014,1121015,120000
11210,1121015,1121016,120000
11210,1121016,1121017,120000
11211,1121101,1121102,120000
11211,1121102,1121103,120000
11211,1121103,1121104,120000
11211,1121104,1121105,120000
11211,1121105,1121106,120000
11211,1121106,1121107,120000
11211,1121107,1121108,120000
11211,1121108,1121109,120000
11211,1121109,1121110,120000
11211,1121110,1121111,120000
11211,1121111,1121112,120000
11211,1121112,1121113,120000
11211,1121113,1121114,120000
11211,1121114,1121115,120000
11211,1121115,1121116,120000
11211,1121116,1121117,120000
11212,1121201,1121202,120000
11212,1121202,1121203,120000
11212,1121203,1121204,120000
11212,1121204,1121205,120000
11212,1121205,1121206,120000
11212,1121206,1121207,120000
11212,1121207,1121208,120000
11212,1121208,1121209,120000
11212,1121209,1121210,120000
11212,1121210,1121211,120000
11212,1121211,1121212,120000
11212,1121212,1121213,120000
11212,1121213,1121214,120000
11212,1121214,1121215,120000
11212,1121215,1121216,120000
11212,1121216,1121217,120000
11212,1121217,1121218,120000
11212,1121218,1121219,120000
11212,1121219,1121220,120000
11212,1121220,1121221,120000
11212,1121221,1121222,120000
11212,1121222,1121223,120000
11212,1121223,1121224,120000
11212,1121224,1121225,120000
11212,1121225,1121226,120000
11212,1121226,1121227,120000
11213,1121301,1121302,120000
11213,1121302,1121303,120000
11213,1121303,1121304,120000
11213,1121304,1121307,120000
11213,1121307,1121308,120000
11213,1121308,1121309,120000
11213,1121309,1121310,120000
11213,1121310,1121311,120000
11213,1121311,1121312,120000
11213,1121312,1121313,120000
11213,1121313,1121314,120000
11213,1121314,1121315,120000
11213,1121315,1121316,120000
11213,1121316,1121317,120000
11213,1121317,1121318,120000
11213,1121318,1121319,120000
11213,1121319,1121320,120000
11213,1121320,1121321,120000
11213,1121321,1121322,120000
11213,1121322,1121323,120000
11213,1121323,1121324,120000
11213,1121324,1121325,120000
11213,1121325,1121326,120000
11213,1121326,1121327,120000
11213,1121327,1121328,120000
11213,1121328,1121329,120000
11213,1121329,1121330,120000
11214,1121401,1121402,120000
11214,1121402,1121403,120000
11214,1121403,1121404,120000
11214,1121404,1121405,120000
11214,1121405,1121406,120000
11214,1121406,1121407,120000
11214,1121407,1121408,120000
11214,1121408,1121409,120000
11214,1121409,1121410,120000
11214,1121410,1121411,120000
11214,1121411,1121412,120000
11214,1121412,1121413,120000
11214,1121413,1121414,120000
11214,1121414,1121415,120000
11214,1121415,1121416,120000
11214,1121416,1121417,120000
11214,1121417,1121418,120000
11214,1121418,1121419,120000
11214,1121419,1121420,120000
11214,1121420,1121421,120000
11214,1121421,1121422,120000
11214,1121422,1121423,120000
11214,1121423,1121424,120000
11214,1121424,1121425,120000
11214,1121425,1121426,120000
11214,1121426,1121427,120000
11214,1121427,1121428,120000
11214,1121428,1121429,120000
11214,1121429,1121430,120000
11214,1121430,1121431,120000
11214,1121431,1121432,120000
11214,1121432,1121433,120000
11214,1121433,1121434,120000
11214,1121434,1121435,120000
11214,1121435,1121436,120000
11214,1121436,1121437,120000
11214,1121437,1121438,120000
11214,1121438,1121439,120000
11214,1121439,1121440,120000
11214,1121440,1121441,120000
11214,1121441,1121442,120000
11214,1121442,1121443,120000
11214,1121443,1121444,120000
11214,1121444,1121445,120000
11214,1121445,1121446,120000
11214,1121446,1121447,120000
11214,1121447,1121448,120000
11214,1121448,1121449,120000
11214,1121449,1121450,120000
11214,1121450,1121451,120000
11214,1121451,1121452,120000
11214,1121452,1121453,120000
11214,1121453,1121454,120000
11214,1121454,1121455,120000
11214,1121455,1121456,120000
11214,1121456,1121457,120000
11214,1121457,1121458,120000
11214,1121458,1121459,120000
11214,1121459,1121460,120000
11215,1121501,1121502,120000
11215,1121502,1121503,120000
11215,1121503,1121504,120000
11215,1121504,1121505,120000
11215,1121505,1121506,120000
11215,1121506,1121507,120000
11215,1121507,1121508,120000
11215,1121508,1121509,120000
11216,1121601,1121602,120000
11216,1121602,1121603,120000
11216,1121603,1121604,120000
11216,1121604,1121605,120000
11216,1121605,1121606,120000
11216,1121606,1121607,120000
11216,1121607,1121608,120000
11216,1121608,1121609,120000
11216,1121609,1121610,120000
11216,1121610,1121611,120000
11216,1121611,1121612,120000
11216,1121612,1121613,120000
11216,1121613,1121614,120000
11216,1121614,1121615,120000
11216,1121615,1121616,120000
11216,1121616,1121617,120000
11216,1121617,1121618,120000
11216,1121618,1121619,120000
11216,1121619,1121620,120000
11216,1121620,1121621,120000
11216,1121621,1121622,120000
11216,1121622,1121623,120000
11216,1121623,1121636,120000
11216,1121624,1121625,120000
11216,1121625,1121626,120000
11216,1121626,1121627,120000
11216,1121627,1121628,120000
11216,1121628,1121629,120000
11216,1121629,1121630,120000
11216,1121630,1121631,120000
11216,1121631,1121632,120000
11216,1121632,1121633,120000
11216,1121633,1121634,120000
11216,1121634,1121635,120000
11216,1121636,1121624,120000
11217,1121701,1121702,120000
11217,1121702,1121703,120000
11217,1121703,1121704,120000
11217,1121704,1121722,120000
11217,1121705,1121706,120000
11217,1121706,1121707,120000
11217,1121707,1121708,120000
11217,1121708,1121709,120000
11217,1121709,1121710,120000
