line_cd,station_cd1,station_cd2,time
11313,1131310,1131311,120000
11313,1131311,1131312,120000
11313,1131312,1131313,120000
11313,1131313,1131314,120000
11313,1131314,1131315,120000
11313,1131315,1131316,120000
11313,1131316,1131317,120000
11313,1131317,1131318,120000
11313,1131318,1131319,120000
11313,1131319,1131320,120000
11313,1131320,1131321,120000
11313,1131321,1131322,120000
11313,1131322,1131323,120000
11313,1131323,1131324,120000
11313,1131324,1131325,120000
11313,1131325,1131326,120000
11313,1131326,1131327,120000
11313,1131327,1131328,120000
11313,1131328,1131329,120000
11313,1131329,1131330,120000
11313,1131330,1131331,120000
11313,1131331,1131332,120000
11313,1131332,1131333,120000
11313,1131333,1131334,120000
11313,1131334,1131335,120000
11313,1131335,1131336,120000
11313,1131336,1131337,120000
11313,1131337,1131338,120000
11313,1131338,1131339,120000
11314,1131401,1131402,120000
11314,1131402,1131403,120000
11314,1131403,1131404,120000
11314,1131404,1131405,120000
11314,1131405,1131406,120000
11314,1131406,1131407,120000
11314,1131407,1131408,120000
11314,1131408,1131409,120000
11314,1131409,1131410,120000
11314,1131410,1131411,120000
11314,1131411,1131412,120000
11314,1131412,1131413,120000
11314,1131413,1131414,120000
11314,1131414,1131415,120000
11314,1131415,1131416,120000
11314,1131416,1131417,120000
11314,1131417,1131418,120000
11314,1131418,1131419,120000
11314,1131419,1131420,120000
11314,1131420,1131421,120000
11314,1131421,1131422,120000
11314,1131422,1131423,120000
11314,1131423,1131424,120000
11314,1131424,1131425,120000
11314,1131425,1131426,120000
11314,1131426,1131427,120000
11314,1131427,1131428,120000
11314,1131428,1131429,120000
11314,1131429,1131430,120000
11314,1131430,1131431,120000
11315,1131501,1131502,120000
11315,1131502,1131503,120000
11315,1131503,1131504,120000
11315,1131504,1131505,120000
11315,1131505,1131506,120000
11315,1131506,1131507,120000
11315,1131507,1131508,120000
11315,1131508,1131509,120000
11315,1131509,1131510,120000
11315,1131510,1131511,120000
11315,1131511,1131512,120000
11315,1131512,1131513,120000
11315,1131513,1131514,120000
11315,1131514,1131515,120000
11315,1131515,1131516,120000
11315,1131516,1131517,120000
11315,1131517,1131518,120000
11315,1131518,1131519,120000
11315,1131519,1131520,120000
11315,1131520,1131521,120000
11315,1131521,1131522,120000
11315,1131522,1131523,120000
11315,1131523,1131524,120000
11315,1131524,1131525,120000
11316,1131601,1131602,120000
11316,1131602,1131603,120000
11316,1131603,1131604,120000
11316,1131604,1131605,120000
11316,1131605,1131606,120000
11316,1131606,1131607,120000
11317,1131701,1131702,120000
11317,1131702,1131703,120000
11317,1131703,1131704,120000
11317,1131704,1131705,120000
11317,1131705,1131706,120000
11317,1131706,1131707,120000
11317,1131707,1131708,120000
11317,1131708,1131709,120000
11318,1131801,1131802,120000
11318,1131802,1131803,120000
11318,1131803,1131804,120000
11318,1131804,1131805,120000
11318,1131805,1131806,120000
11318,1131806,1131807,120000
11318,1131807,1131808,120000
11318,1131808,1131809,120000
11318,1131809,1131810,120000
11318,1131810,1131811,120000
11318,1131811,1131812,120000
11318,1131812,1131813,120000
11318,1131813,1131814,120000
11318,1131814,1131815,120000
11318,1131815,1131816,120000
11319,1131901,1131902,120000
11319,1131902,1131903,120000
11319,1131903,1131904,120000
11319,1131904,1131905,120000
11319,1131905,1131906,120000
11319,1131906,1131907,120000
11319,1131907,1131908,120000
11319,1131908,1131909,120000
11319,1131909,1131910,120000
11319,1131910,1131911,120000
11319,1131911,1131912,120000
11319,1131912,1131913,120000
11319,1131913,1131914,120000
11319,1131914,1131915,120000
11319,1131915,1131916,120000
11319,1131916,1131917,120000
11319,1131917,1131918,120000
11319,1131918,1131919,120000
11319,1131919,1131920,120000
11319,1131920,1131921,120000
11319,1131921,1131922,120000
11319,1131922,1131923,120000
11319,1131923,1131924,120000
11319,1131924,1131925,120000
11319,1131925,1131926,120000
11319,1131926,1131927,120000
11319,1131927,1131928,120000
11319,1131928,1131929,120000
11319,1131929,1131930,120000
11319,1131930,1131931,120000
11319,1131931,1131932,120000
11319,1131932,1131933,120000
11320,1132001,1132002,120000
11320,1132002,1132003,120000
11320,1132003,1132004,120000
11320,1132004,1132005,120000
11320,1132005,1132006,120000
11320,1132006,1132007,120000
11320,1132007,1132008,120000
11320,1132008,1132009,120000
11320,1132009,1132010,120000
11320,1132010,1132011,120000
11320,1132011,1132012,120000
11320,1132012,1132013,120000
11320,1132013,1132014,120000
11320,1132014,1132015,120000
11320,1132015,1132016,120000
11320,1132016,1132017,120000
11320,1132017,1132018,120000
11320,1132018,1132019,120000
11321,1132101,1132102,120000
11321,1132102,1132103,120000
11321,1132103,1132104,120000
11321,1132104,1132105,120000
11321,1132105,1132106,120000
11321,1132106,1132107,120000
11321,1132107,1132108,120000
11321,1132108,1132109,120000
11321,1132109,1132110,120000
11321,1132110,1132111,120000
11321,1132111,1132112,120000
11321,1132112,1132113,120000
11321,1132113,1132114,120000
11321,1132114,1132115,120000
11321,1132115,1132116,120000
11321,1132116,1132117,120000
11321,1132117,1132118,120000
11321,1132118,1132119,120000
11322,1132201,1132202,120000
11322,1132202,1132211,120000
11322,1132203,1132204,120000
11322,1132204,1132205,120000
11322,1132205,1132206,120000
11322,1132206,1132207,120000
11322,1132207,1132208,120000
11322,1132208,1132209,120000
11322,1132209,1132210,120000
11322,1132211,1132203,120000
11323,1132301,1132302,120000
11323,1132302,1132303,120000
11323,1132303,1132304,120000
11323,1132304,1132305,120000
11323,1132305,1132306,120000
11323,1132306,1132307,120000
11323,1132307,1132308,120000
11323,1132308,1132309,120000
11323,1132309,1132310,120000
11323,1132310,1132311,120000
11323,1132311,1132312,120000
11323,1132312,1132313,120000
11323,1132313,1132314,120000
11323,1132314,1132315,120000
11323,1132315,1132316,120000
11323,1132316,1132317,120000
11323,1132317,1132318,120000
11323,1132318,1132319,120000
11323,1132319,1132320,120000
11323,1132320,1132321,120000
11323,1132321,1132322,120000
11323,1132322,1132323,120000
11323,1132323,1132324,120000
11324,1132401,1132402,120000
11324,1132402,1132403,120000
11324,1132403,1132404,120000
11324,1132404,1132405,120000
11324,1132405,1132406,120000
11324,1132406,1132407,120000
11324,1132407,1132408,120000
11324,1132408,1132409,120000
11324,1132409,1132410,120000
11324,1132410,1132411,120000
11324,1132411,1132412,120000
11324,1132412,1132413,120000
11324,1132413,1132414,120000
11324,1132414,1132415,120000
11324,1132415,1132416,120000
11324,1132416,1132417,120000
11324,1132417,1132418,120000
11324,1132418,1132419,120000
11324,1132419,1132420,120000
11324,1132420,1132421,120000
11324,1132421,1132422,120000
11324,1132422,1132423,120000
11324,1132423,1132424,120000
11324,1132424,1132425,120000
11324,1132425,1132426,120000
11324,1132426,1132427,120000
11325,1132501,1132502,120000
11325,1132502,1132503,120000
11325,1132503,1132504,120000
11325,1132504,1132505,120000
11325,1132505,1132506,120000
11325,1132506,1132507,120000
11325,1132507,1132508,120000
11325,1132508,1132509,120000
11325,1132509,1132510,120000
11325,1132510,1132511,120000
11325,1132511,1132512,120000
11325,1132512,1132513,120000
11325,1132513,1132514,120000
11325,1132514,1132515,120000
11325,1132515,1132516,120000
11325,1132516,1132517,120000
11325,1132517,1132518,120000
11325,1132518,1132519,120000
11325,1132519,1132520,120000
11325,1132520,1132521,120000
11325,1132521,1132522,120000
11325,1132522,1132523,120000
11325,1132523,1132524,120000
11325,1132524,1132525,120000
11325,1132525,1132526,120000
11325,1132526,1132527,120000
11325,1132527,1132528,120000
11325,1132528,1132529,120000
11325,1132529,1132530,120000
11325,1132530,1132531,120000
11325,1132531,1132532,120000
11326,1132601,1132602,120000
11326,1132602,1132603,120000
11326,1132603,1132604,120000
11326,1132604,1132605,120000
11326,1132605,1132606,120000
11326,1132606,1132607,120000
11326,1132607,1132608,120000
11326,1132608,1132609,120000
11326,1132609,1132611,120000
11326,1132609,1132610,120000
11326,1132610,1132612,120000
11326,1132611,1132612,120000
11326,1132612,1132613,120000
11326,1132613,1132614,120000
11326,1132614,1132615,120000
11326,1132615,1132616,120000
11326,1132616,1132617,120000
11326,1132617,1132618,120000
11327,1132701,1132702,120000
11327,1132702,1132703,120000
11327,1132703,1132706,120000
11327,1132703,1132704,120000
11327,1132704,1132705,120000
11327,1132706,1132707,120000
11327,1132707,1132708,120000
11327,1132708,1132709,120000
11327,1132709,1132710,120000
11327,1132710,1132711,120000
11327,1132711,1132712,120000
11327,1132712,1132713,120000
11327,1132713,1132714,120000
11327,1132714,1132715,120000
11327,1132715,1132716,120000
11327,1132716,1132717,120000
11327,1132717,1132718,120000
11327,1132718,1132719,120000
11327,1132720,1132721,120000
11327,1132721,1132722,120000
11327,1132722,1132723,120000
11327,1132723,1132724,120000
11327,1132724,1132725,120000
11327,1132725,1132726,120000
11327,1132726,1132727,120000
11327,1132727,1132728,120000
11327,1132728,1132703,120000
11328,1132801,1132802,120000
11328,1132802,1132803,120000
11328,1132803,1132821,120000
11328,1132804,1132805,120000
11328,1132805,1132806,120000
11328,1132806,1132807,120000
11328,1132807,1132808,120000
11328,1132808,1132809,120000
11328,1132809,1132810,120000
11328,1132810,1132811,120000
11328,1132811,1132812,120000
11328,1132812,1132813,120000
11328,1132813,1132814,120000
11328,1132815,1132816,120000
11328,1132816,1132817,120000
11328,1132817,1132818,120000
11328,1132818,1132819,120000
11328,1132819,1132820,120000
11328,1132820,1132806,120000
11328,1132821,1132808,120000
11329,1132901,1132902,120000
11329,1132902,1132903,120000
11329,1132903,1132904,120000
11329,1132904,1132905,120000
11329,1132905,1132906,120000
11329,1132906,1132907,120000
11330,1133001,1133002,120000
11330,1133002,1133003,120000
11330,1133003,1133004,120000
11330,1133004,1133005,120000
11330,1133005,1133006,120000
11330,1133006,1133007,120000
11330,1133007,1133008,120000
11330,1133008,1133009,120000
11330,1133009,1133010,120000
11330,1133010,1133011,120000
11330,1133011,1133012,120000
11330,1133012,1133013,120000
11330,1133013,1133014,120000
11331,1133101,1133102,120000
11331,1133102,1133103,120000
11331,1133103,1133104,120000
11331,1133104,1133105,120000
11332,1133201,1133202,120000
11332,1133202,1133203,120000
11332,1133203,1133204,120000
11332,1133204,1133205,120000
11332,1133205,1133206,120000
11332,1133206,1133207,120000
11332,1133207,1133208,120000
11332,1133208,1133209,120000
11332,1133209,1133210,120000
11332,1133210,1133211,120000
11332,1133211,1133212,120000
11332,1133212,1133213,120000
11332,1133213,1133214,120000
11332,1133214,1133215,120000
11332,1133215,1133216,120000
11332,1133216,1133217,120000
11332,1133217,1133218,120000
11332,1133218,1133219,120000
11332,1133219,1133220,120000
11332,1133220,1133221,120000
11332,1133221,1133222,120000
11332,1133222,1133223,120000
11332,1133223,1133224,120000
11332,1133224,1133225,120000
11332,1133225,1133226,120000
11332,1133226,1133227,120000
11332,1133227,1133228,120000
11332,1133228,1133229,120000
11332,1133229,1133230,120000
11332,1133230,1133231,120000
11332,1133231,1133232,120000
11332,1133232,1133233,120000
11332,1133233,1133234,120000
11332,1133234,1133235,120000
11333,1133301,1133316,120000
11333,1133302,1133303,120000
11333,1133303,1133304,120000
11333,1133304,1133305,120000
11333,1133305,1133306,120000
11333,1133306,1133307,120000
11333,1133307,1133308,120000
11333,1133308,1133315,120000
11333,1133309,1133310,120000
11333,1133310,1133311,120000
11333,1133311,1133312,120000
11333,1133312,1133313,120000
11333,1133313,1133314,120000
11333,1133315,1133309,120000
11333,1133316,1133302,120000
11334,1133401,1133402,120000
11334,1133402,1133403,120000
11334,1133403,1133404,120000
11334,1133404,1133405,120000
11334,1133405,1133406,120000
11334,1133406,1133407,120000
11334,1133407,1133408,120000
11335,1133501,1133502,120000
11335,1133502,1133503,120000
11335,1133503,1133504,120000
11335,1133504,1133505,120000
11335,1133505,1133506,120000
11335,1133506,1133507,120000
11335,1133507,1133508,120000
11335,1133508,1133509,120000
11335,1133509,1133510,120000
11335,1133510,1133511,120000
11335,1133511,1133512,120000
11335,1133512,1133513,120000
11335,1133513,1133514,120000
11335,1133514,1133515,120000
11335,1133515,1133516,120000
11335,1133516,1133517,120000
11335,1133517,1133518,120000
11337,1133701,1133702,120000
11337,1133702,1133703,120000
11337,1133703,1133704,120000
11337,1133704,1133705,120000
11337,1133705,1133706,120000
11337,1133706,1133707,120000
11337,1133707,1133708,120000
11338,1133801,1133802,120000
11338,1133802,1133803,120000
11338,1133803,1133804,120000
11338,1133804,1133805,120000
11338,1133805,1133806,120000
11338,1133806,1133807,120000
11338,1133807,1133813,120000
11338,1133807,1133808,120000
11338,1133808,1133809,120000
11338,1133809,1133810,120000
11338,1133810,1133811,120000
11338,1133811,1133812,120000
11338,1133813,1133814,120000
11338,1133814,1133815,120000
11338,1133815,1133816,120000
11338,1133816,1133817,120000
11338,1133817,1133818,120000
11338,1133818,1133819,120000
11338,1133819,1133820,120000
11338,1133820,1133821,120000
11338,1133821,1133822,120000
11338,1133822,1133823,120000
11338,1133823,1133824,120000
11338,1133824,1133825,120000
11338,1133825,1133826,120000
11338,1133826,1133827,120000
11338,1133827,1133828,120000
11338,1133828,1133829,120000
11338,1133829,1133830,120000
11338,1133830,1133831,120000
11338,1133831,1133832,120000
11338,1133832,1133833,120000
11338,1133833,1133834,120000
11338,1133834,1133835,120000
11338,1133835,1133836,120000
11338,1133836,1133837,120000
11338,1133837,1133838,120000
11338,1133838,1133839,120000
11338,1133839,1133840,120000
11338,1133840,1133841,120000
11338,1133841,1133842,120000
11338,1133842,1133843,120000
11338,1133843,1133844,120000
11338,1133844,1133845,120000
11338,1133845,1133846,120000
11339,1133901,1133902,120000
11339,1133902,1133903,120000
11339,1133903,1133904,120000
11339,1133904,1133905,120000
11339,1133905,1133906,120000
11339,1133906,1133907,120000
11339,1133907,1133908,120000
11339,1133908,1133909,120000
11339,1133909,1133910,120000
11339,1133910,1133911,120000
11339,1133911,1133912,120000
11339,1133912,1133913,120000
11339,1133913,1133914,120000
11339,1133914,1133915,120000
11339,1133915,1133916,120000
11340,1134001,1134002,120000
11340,1134002,1134003,120000
11340,1134003,1134004,120000
11340,1134004,1134005,120000
11340,1134005,1134006,120000
11340,1134006,1134007,120000
11341,1134101,1134102,120000
11341,1134102,1134103,120000
11341,1134103,1134104,120000
11341,1134104,1134105,120000
11341,1134105,1134106,120000
11341,1134106,1134107,120000
11341,1134107,1134108,120000
11341,1134108,1134109,120000
11341,1134109,1134110,120000
11341,1134110,1134111,120000
11341,1134111,1134112,120000
11341,1134112,1134113,120000
11341,1134113,1134114,120000
11341,1134114,1134115,120000
11341,1134115,1134116,120000
11341,1134116,1134117,120000
11341,1134117,1134118,120000
11341,1134118,1134119,120000
11341,1134119,1134120,120000
11341,1134120,1134121,120000
11342,1134201,1134202,120000
11342,1134202,1134203,120000
11342,1134203,1134204,120000
11342,1134204,1134205,120000
11342,1134205,1134206,120000
11342,1134206,1134207,120000
11342,1134207,1134208,120000
11342,1134208,1134209,120000
11342,1134209,1134210,120000
11342,1134210,1134211,120000
11342,1134211,1134212,120000
11342,1134212,1134213,120000
11342,1134213,1134214,120000
11342,1134214,1134215,120000
11342,1134215,1134216,120000
11342,1134216,1134217,120000
11342,1134217,1134218,120000
11342,1134218,1134219,120000
11342,1134219,1134220,120000
11342,1134220,1134221,120000
11342,1134221,1134222,120000
11342,1134222,1134223,120000
11342,1134223,1134224,120000
11342,1134224,1134225,120000
11342,1134225,1134226,120000
11342,1134226,1134227,120000
11342,1134227,1134228,120000
11342,1134228,1134229,120000
11342,1134229,1134230,120000
11342,1134230,1134231,120000
11342,1134231,1134232,120000
11342,1134232,1134233,120000
11342,1134233,1134234,120000
11342,1134234,1134235,120000
11342,1134235,1134236,120000
11343,1134301,1134302,120000
11401,1140101,1140102,120000
11401,1140102,1140103,120000
11401,1140103,1140104,120000
11401,1140104,1140105,120000
11401,1140105,1140106,120000
11401,1140106,1140107,120000
11401,1140107,1140108,120000
11401,1140108,1140109,120000
11401,1140109,1140110,120000
11401,1140110,1140111,120000
11401,1140111,1140112,120000
11401,1140112,1140113,120000
11401,1140113,1140114,120000
11401,1140114,1140115,120000
11401,1140115,1140116,120000
11401,1140116,1140117,120000
11401,1140117,1140118,120000
11401,1140118,1140119,120000
11401,1140119,1140120,120000
11401,1140120,1140121,120000
11401,1140121,1140122,120000
11401,1140122,1140123,120000
11401,1140123,1140124,120000
11401,1140124,1140125,120000
11401,1140125,1140126,120000
11401,1140126,1140127,120000
11401,1140127,1140128,120000
11401,1140128,1140129,120000
11401,1140129,1140130,120000
11401,1140130,1140131,120000
11402,1140201,1140202,120000
11402,1140202,1140203,120000
11402,1140203,1140204,120000
11402,1140204,1140205,120000
11402,1140205,1140206,120000
11402,1140206,1140207,120000
11402,1140207,1140208,120000
11402,1140208,1140209,120000
11402,1140209,1140210,120000
11402,1140210,1140211,120000
11402,1140211,1140212,120000
11402,1140212,1140213,120000
11402,1140213,1140214,120000
11402,1140214,1140215,120000
11402,1140215,1140216,120000
11402,1140216,1140217,120000
11402,1140217,1140218,120000
11402,1140218,1140219,120000
11402,1140219,1140220,120000
11402,1140220,1140221,120000
11402,1140221,1140222,120000
11402,1140222,1140223,120000
11402,1140223,1140224,120000
11402,1140224,1140225,120000
11402,1140225,1140226,120000
11402,1140226,1140227,120000
11402,1140227,1140228,120000
11402,1140228,1140229,120000
11402,1140229,1140230,120000
11402,1140230,1140231,120000
11402,1140231,1140232,120000
11402,1140232,1140233,120000
11402,1140233,1140234,120000
11402,1140234,1140235,120000
11402,1140235,1140236,120000
11402,1140236,1140237,120000
11402,1140237,1140238,120000
11402,1140238,1140239,120000
11403,1140301,1140302,120000
11403,1140302,1140303,120000
11403,1140303,1140304,120000
11403,1140304,1140305,120000
11404,1140401,1140402,120000
11404,1140402,1140403,120000
11404,1140403,1140404,120000
11404,1140404,1140405,120000
11404,1140405,1140406,120000
11404,1140406,1140407,120000
11404,1140407,1140408,120000
11404,1140408,1140409,120000
11404,1140409,1140410,120000
11404,1140410,1140411,120000
11404,1140411,1140412,120000
11404,1140412,1140413,120000
11404,1140413,1140414,120000
11404,1140414,1140415,120000
11404,1140415,1140416,120000
11404,1140416,1140417,120000
11404,1140417,1140418,120000
11404,1140418,1140419,120000
11404,1140419,1140420,120000
11404,1140420,1140421,120000
11404,1140421,1140422,120000
11404,1140422,1140423,120000
11404,1140423,1140424,120000
11404,1140424,1140425,120000
11404,1140425,1140426,120000
11404,1140426,1140427,120000
11404,1140427,1140428,120000
11404,1140428,1140429,120000
11404,1140429,1140430,120000
11404,1140430,1140431,120000
11404,1140431,1140432,120000
11404,1140432,1140433,120000
11404,1140433,1140434,120000
11404,1140434,1140435,120000
11404,1140435,1140436,120000
11404,1140436,1140437,120000
11404,1140437,1140438,120000
11404,1140438,1140439,120000
11404,1140439,1140440,120000
11404,1140440,1140441,120000
11404,1140441,1140442,120000
11406,1140601,1140602,120000
11406,1140602,1140603,120000
11406,1140603,1140604,120000
11406,1140604,1140605,120000
11406,1140605,1140606,120000
11406,1140606,1140607,120000
11406,1140607,1140608,120000
11406,1140608,1140609,120000
11406,1140609,1140610,120000
11407,1140701,1140702,120000
11407,1140702,1140703,120000
11407,1140703,1140704,120000
11407,1140704,1140705,120000
11407,1140705,1140706,120000
11407,1140706,1140707,120000
11407,1140707,1140708,120000
11407,1140708,1140709,120000
11407,1140709,1140710,120000
11407,1140710,1140711,120000
11407,1140711,1140712,120000
11407,1140712,1140713,120000
11407,1140713,1140714,120000
11407,1140714,1140715,120000
11407,1140715,1140716,120000
11407,1140716,1140717,120000
11407,1140717,1140718,120000
11407,1140718,1140719,120000
11407,1140719,1140720,120000
11407,1140720,1140721,120000
11407,1140721,1140722,120000
11407,1140722,1140723,120000
11407,1140723,1140724,120000
11407,1140724,1140725,120000
11407,1140725,1140726,120000
11407,1140726,1140727,120000
11407,1140727,1140728,120000
11407,1140728,1140729,120000
11407,1140729,1140730,120000
11407,1140730,1140731,120000
11407,1140731,1140732,120000
11407,1140732,1140733,120000
11407,1140733,1140734,120000
11408,1140801,1140802,120000
11408,1140802,1140803,120000
11408,1140803,1140804,120000
11408,1140804,1140805,120000
11408,1140805,1140806,120000
11408,1140806,1140807,120000
11408,1140807,1140808,120000
11408,1140808,1140809,120000
11408,1140809,1140810,120000
11408,1140810,1140811,120000
11408,1140811,1140812,120000
11408,1140812,1140813,120000
11408,1140813,1140814,120000
11408,1140814,1140815,120000
11408,1140815,1140816,120000
11408,1140816,1140817,120000
11408,1140817,1140818,120000
11408,1140818,1140819,120000
11408,1140819,1140820,120000
11408,1140820,1140821,120000
11408,1140821,1140822,120000
11408,1140822,1140823,120000
11408,1140823,1140824,120000
11408,1140824,1140825,120000
11408,1140825,1140826,120000
11408,1140826,1140827,120000
11408,1140827,1140828,120000
11408,1140828,1140829,120000
11408,1140829,1140830,120000
11408,1140830,1140831,120000
11408,1140831,1140832,120000
11409,1140901,1140902,120000
11409,1140902,1140903,120000
11409,1140903,1140904,120000
11409,1140904,1140905,120000
11409,1140905,1140906,120000
11409,1140906,1140907,120000
11409,1140907,1140908,120000
11409,1140908,1140909,120000
11409,1140909,1140910,120000
11409,1140910,1140911,120000
11409,1140911,1140912,120000
11409,1140912,1140913,120000
11409,1140913,1140914,120000
11409,1140914,1140915,120000
11409,1140915,1140916,120000
11409,1140916,1140917,120000
11409,1140917,1140918,120000
11409,1140918,1140919,120000
11409,1140919,1140920,120000
11409,1140920,1140921,120000
11409,1140921,1140922,120000
11409,1140922,1140923,120000
11409,1140923,1140924,120000
11409,1140924,1140925,120000
11409,1140925,1140926,120000
11409,1140926,1140927,120000
11409,1140927,1140928,120000
11409,1140928,1140929,120000
11409,1140929,1140930,120000
11409,1140930,1140931,120000
11409,1140931,1140932,120000
11409,1140932,1140933,120000
11409,1140933,1140934,120000
11409,1140934,1140935,120000
11409,1140935,1140936,120000
11409,1140936,1140937,120000
11409,1140937,1140938,120000
11409,1140938,1140939,120000
11409,1140939,1140940,120000
11409,1140940,1140941,120000
11409,1140941,1140942,120000
11410,1141001,1141002,120000
11410,1141002,1141003,120000
11410,1141003,1141004,120000
11410,1141004,1141005,120000
11410,1141005,1141006,120000
11410,1141006,1141007,120000
11410,1141007,1141008,120000
11411,1141101,1141102,120000
11411,1141102,1141103,120000
11411,1141103,1141104,120000
11411,1141104,1141105,120000
11411,1141105,1141106,120000
11411,1141106,1141107,120000
11411,1141107,1141108,120000
11411,1141108,1141109,120000
11411,1141109,1141110,120000
11411,1141110,1141111,120000
11411,1141111,1141112,120000
11411,1141112,1141113,120000
11411,1141113,1141114,120000
11411,1141114,1141115,120000
11411,1141115,1141116,120000
11411,1141116,1141117,120000
11411,1141117,1141118,120000
11411,1141118,1141119,120000
11411,1141119,1141120,120000
11411,1141120,1141121,120000
11411,1141121,1141122,120000
11411,1141122,1141123,120000
11411,1141123,1141124,120000
11411,1141124,1141125,120000
11411,1141125,1141126,120000
11411,1141126,1141127,120000
11411,1141127,1141128,120000
11411,1141128,1141129,120000
11411,1141129,1141130,120000
11411,1141130,1141131,120000
11411,1141131,1141132,120000
11411,1141132,1141133,120000
11411,1141133,1141134,120000
11411,1141134,1141135,120000
11411,1141135,1141136,120000
11411,1141136,1141137,120000
11411,1141137,1141138,120000
11411,1141138,1141139,120000
11411,1141139,1141140,120000
11412,1141201,1141202,120000
11412,1141202,1141203,120000
11412,1141203,1141215,120000
11412,1141204,1141205,120000
11412,1141205,1141206,120000
11412,1141206,1141207,120000
11412,1141207,1141208,120000
11412,1141208,1141209,120000
11412,1141209,1141210,120000
11412,1141210,1141211,120000
11412,1141211,1141212,120000
11412,1141212,1141213,120000
11412,1141213,1141214,120000
11412,1141215,1141204,120000
11413,1141301,1141302,120000
11413,1141302,1141303,120000
11413,1141303,1141304,120000
11413,1141304,1141305,120000
11413,1141305,1141306,120000
11413,1141306,1141307,120000
11413,1141307,1141308,120000
11413,1141308,1141309,120000
11413,1141309,1141310,120000
11413,1141310,1141311,120000
11413,1141311,1141312,120000
11413,1141312,1141313,120000
11413,1141313,1141314,120000
11413,1141314,1141315,120000
11413,1141315,1141316,120000
11413,1141316,1141317,120000
11413,1141317,1141318,120000
11413,1141318,1141319,120000
11413,1141319,1141320,120000
11413,1141320,1141321,120000
11413,1141321,1141322,120000
11413,1141322,1141323,120000
11413,1141323,1141324,120000
11413,1141324,1141325,120000
11413,1141325,1141326,120000
11413,1141326,1141327,120000
11413,1141327,1141328,120000
11413,1141328,1141329,120000
11413,1141329,1141330,120000
11413,1141330,1141331,120000
11413,1141331,1141332,120000
11413,1141332,1141333,120000
11413,1141333,1141334,120000
11413,1141334,1141335,120000
11413,1141335,1141336,120000
11413,1141336,1141337,120000
11413,1141337,1141338,120000
11413,1141338,1141339,120000
11413,1141339,1141340,120000
11413,1141340,1141341,120000
11413,1141341,1141342,120000
11413,1141342,1141343,120000
11413,1141343,1141344,120000
11413,1141344,1141345,120000
11413,1141345,1141346,120000
11413,1141346,1141347,120000
11413,1141347,1141348,120000
11413,1141348,1141349,120000
11413,1141349,1141350,120000
11413,1141350,1141351,120000
11414,1141401,1141402,120000
11414,1141402,1141403,120000
11414,1141403,1141404,120000
11414,1141404,1141405,120000
11414,1141405,1141406,120000
11414,1141406,1141407,120000
11414,1141407,1141408,120000
11414,1141408,1141409,120000
11414,1141409,1141410,120000
11414,1141410,1141411,120000
11414,1141411,1141412,120000
11414,1141412,1141413,120000
11414,1141413,1141414,120000
11414,1141414,1141415,120000
11414,1141415,1141416,120000
11414,1141416,1141417,120000
11414,1141417,1141418,120000
11414,1141418,1141419,120000
11414,1141419,1141420,120000
11414,1141420,1141421,120000
11414,1141421,1141422,120000
11414,1141422,1141423,120000
11414,1141423,1141424,120000
11414,1141424,1141425,120000
11414,1141425,1141426,120000
11414,1141426,1141427,120000
11414,1141427,1141428,120000
11414,1141428,1141429,120000
11414,1141429,1141430,120000
11414,1141430,1141431,120000
11414,1141431,1141432,120000
11414,1141432,1141433,120000
11414,1141433,1141434,120000
11414,1141434,1141435,120000
11414,1141435,1141436,120000
11414,1141436,1141437,120000
11414,1141437,1141438,120000
11414,1141438,1141439,120000
11414,1141439,1141440,120000
11414,1141440,1141441,120000
11414,1141441,1141442,120000
11414,1141442,1141443,120000
11414,1141443,1141444,120000
11415,1141501,1141502,120000
11415,1141502,1141503,120000
11415,1141503,1141504,120000
11415,1141504,1141505,120000
11415,1141505,1141506,120000
11415,1141506,1141507,120000
11415,1141507,1141508,120000
11415,1141508,1141509,120000
11415,1141509,1141510,120000
11415,1141510,1141511,120000
11415,1141511,1141512,120000
11415,1141512,1141513,120000
11415,1141513,1141514,120000
11415,1141514,1141515,120000
11415,1141515,1141516,120000
11415,1141516,1141517,120000
11415,1141517,1141518,120000
11415,1141518,1141519,120000
11415,1141519,1141520,120000
11415,1141520,1141521,120000
11415,1141521,1141522,120000
11415,1141522,1141523,120000
11415,1141523,1141524,120000
11415,1141524,1141525,120000
11415,1141525,1141526,120000
11415,1141526,1141527,120000
11415,1141527,1141528,120000
11415,1141528,1141529,120000
11415,1141529,1141530,120000
11415,1141530,1141531,120000
11415,1141531,1141532,120000
11415,1141532,1141533,120000
11415,1141533,1141534,120000
11415,1141534,1141535,120000
11415,1141535,1141536,120000
11415,1141536,1141537,120000
11415,1141537,1141538,120000
11415,1141538,1141539,120000
11415,1141539,1141540,120000
11415,1141540,1141541,120000
11415,1141541,1141542,120000
11415,1141542,1141543,120000
11416,1141601,1141602,120000
11416,1141602,1141603,120000
11416,1141603,1141604,120000
11416,1141604,1141605,120000
11416,1141605,1141606,120000
11416,1141606,1141607,120000
11416,1141607,1141608,120000
11416,1141608,1141609,120000
11416,1141609,1141610,120000
11416,1141610,1141611,120000
11416,1141611,1141612,120000
11416,1141612,1141613,120000
11416,1141613,1141614,120000
11416,1141614,1141615,120000
11416,1141615,1141616,120000
11416,1141616,1141617,120000
